customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,AvgMonthlySpend,ChargeRatio
5934-RMPOV,Female,No,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No,13-24 months,1,82.57954545454545,1.0262831980184395
1207-BLKSA,Female,No,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.05,1255.1,No,49-72 months,0,24.13653846153846,0.9549836666401085
4088-YLDSU,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,49-72 months,4,104.41909090909091,0.9974229721141206
8316-BBQAY,Female,No,No,No,65,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No,49-72 months,5,60.324615384615385,0.9937900079059448
1166-PQLGG,Female,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.55,1463.45,No,49-72 months,0,20.325694444444444,0.9618367556117394
3146-JTQHR,Male,No,Yes,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.6,189.45,No,0-12 months,0,18.945,1.0345737661652152
4291-YZODP,Female,No,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.05,96.8,No,0-12 months,0,13.828571428571427,1.449896694214876
4395-PZMSN,Male,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No,0-12 months,2,81.7,1.047123623011016
6427-FEFIG,Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,13-24 months,4,76.94375000000001,1.0215254650312726
0017-IUDMW,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,49-72 months,6,117.45486111111111,0.9944245720873858
8706-HRADD,Male,No,No,No,21,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,13-24 months,3,48.166666666666664,0.9041522491349481
9955-QOPOY,Male,No,Yes,No,69,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No,49-72 months,5,61.78840579710145,0.9840033775859642
4385-ZKVNW,Male,No,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,25-48 months,2,57.934090909090905,0.9476285747911027
5446-DKWYW,Female,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No,49-72 months,2,65.00081967213114,1.0030642740949043
2034-CGRHZ,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,13-24 months,4,104.02916666666665,0.989626306724877
5797-APWZC,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,0-12 months,2,90.6,1.0
3683-QKIUE,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,0-12 months,1,48.00833333333333,1.0581496268009025
4228-ZGYUW,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,0-12 months,2,92.025,0.97853844064113
9031-ZVQPT,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No,49-72 months,5,108.89722222222223,0.9935974287682066
2990-IAJSV,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No,49-72 months,6,92.12152777777777,0.9986807885115526
8107-KNCIM,Male,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No,13-24 months,0,72.38214285714285,1.0375487245275572
9027-YFHQJ,Male,No,No,No,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No,0-12 months,0,21.849999999999998,1.1464530892448515
5176-LDKUH,Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No,25-48 months,1,78.596875,0.9561448848952329
4644-OBGFZ,Male,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,1026.35,No,49-72 months,0,18.66090909090909,1.0449651678277392
7926-IJOOU,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.3,19.3,No,0-12 months,0,19.3,1.0
6480-YAGIY,Male,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No,25-48 months,6,111.81888888888889,1.00340828919781
4029-HPFVY,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No,0-12 months,0,73.46666666666667,0.9568965517241379
7602-DBTOU,Female,No,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,1416.5,No,49-72 months,0,19.950704225352112,0.982421461348394
5345-BMKWB,Male,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,158.35,No,0-12 months,0,19.79375,1.0230502052415535
3519-ZKXGG,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,0-12 months,0,85.53333333333335,0.8867887763055338
5457-COLHT,Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No,49-72 months,5,80.3268115942029,1.0040234188234658
6416-TVAIH,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,0-12 months,0,68.5,1.0
5451-YHYPW,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,No,49-72 months,6,117.27361111111112,0.9870080651846939
5108-ADXWO,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,0-12 months,1,71.97727272727273,1.0211556678244393
7998-WNZEM,Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,No,49-72 months,5,80.39718309859154,1.0025226866612944
3066-RRJIO,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,0-12 months,0,69.95,1.0
4664-NJCMS,Female,No,Yes,No,33,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No,25-48 months,5,61.1,0.9746317512274958
0307-BCOPK,Female,No,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.05,326.65,No,13-24 months,0,20.415625,0.9331088320832697
7629-WFGLW,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,No,49-72 months,4,97.70982142857143,0.9789189930095491
2542-HYGIQ,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.95,19.95,No,0-12 months,0,19.95,1.0
6715-OFDBP,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,0-12 months,3,69.28,1.0111143187066973
5016-LIPDW,Male,No,Yes,Yes,57,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,1061.6,No,49-72 months,0,18.62456140350877,1.0416352675207234
6481-LXPWL,Male,No,Yes,Yes,56,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,No,49-72 months,2,35.205357142857146,1.0254121227491757
1567-DSCIC,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,0-12 months,3,96.70625,0.9720157694047696
2150-UWTFY,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,13-24 months,3,64.63863636363637,0.9460286206532822
6124-ACRHJ,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,0-12 months,0,19.75,1.0
9362-MWODR,Female,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,25-48 months,3,61.50875,1.0421281524986281
9975-GPKZU,Male,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.75,856.5,No,25-48 months,0,18.619565217391305,1.0607122008172796
9625-RZFUK,Male,No,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,1275.85,No,49-72 months,0,20.2515873015873,0.9727632558686367
5153-LXKDT,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No,49-72 months,5,109.81617647058823,1.0034951456310681
5161-UBZXI,Male,No,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No,49-72 months,5,105.2427536231884,1.0105208799531793
1020-JPQOW,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,No,49-72 months,3,91.36785714285715,0.9910487433061016
7919-ZODZZ,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,No,0-12 months,3,66.005,0.9984092114233771
0565-JUPYD,Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No,49-72 months,5,104.61587301587302,0.9988923954603386
6867-ACCZI,Female,No,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,13-24 months,5,50.33958333333334,1.0429168563506186
5939-XAIXZ,Female,No,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,13-24 months,1,54.415789473684214,1.0309507689331656
9054-FOWNV,Male,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,13-24 months,2,85.68863636363636,1.0357266000053047
2683-BPJSO,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,25-48 months,2,85.07241379310345,0.9926837177252645
2157-MXBJS,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,13-24 months,3,76.11153846153846,0.9893375107382889
8207-VVMYB,Female,No,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,49-72 months,0,28.670714285714286,0.9068487007648421
9732-EQMWY,Female,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,No,49-72 months,4,102.55102040816327,0.9692736318407961
9360-AHGNL,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,25-48 months,5,112.3313953488372,0.9752393768438486
1087-UDSIH,Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,0-12 months,0,19.916666666666668,0.9841004184100418
5269-NRGDP,Male,No,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,25-48 months,4,73.5297619047619,0.9948352626892255
6195-MELTI,Male,No,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,No,49-72 months,2,54.99473684210526,0.993731457555747
5485-WUYWF,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,0-12 months,3,47.275,1.4045478582760447
2121-JAFOM,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,49-72 months,6,115.44999999999999,1.0008661758336943
8818-DOPVL,Female,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,25-48 months,4,105.7358695652174,0.9878388519382792
2632-UCGVD,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,49-72 months,3,104.11969696969696,0.9609132845355725
5445-PZWGX,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,49-72 months,4,105.31048387096774,0.9685645365087874
1227-UDMZR,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,49-72 months,6,92.19305555555555,0.9886861808704562
5198-HQAEN,Male,No,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,25-48 months,3,90.44571428571429,0.9917551175132676
9170-CCKOU,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,13-24 months,3,85.53823529411765,1.0544991919678162
2167-FQSTQ,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,49-72 months,6,94.2513888888889,0.9803569060284995
2819-GWENI,Female,No,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.9,543.0,No,25-48 months,0,19.392857142857142,1.0261510128913442
1043-YCUTE,Male,No,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,49-72 months,0,23.699107142857144,1.0612214143088572
3814-MLAXC,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,25-48 months,1,77.55322580645162,1.0296154566062847
3572-UUHRS,Male,No,No,No,45,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18.85,867.3,No,25-48 months,0,19.273333333333333,0.9780352819093739
2692-PFYTJ,Female,No,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.75,25.75,No,0-12 months,0,25.75,1.0
1226-UDFZR,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,0-12 months,1,57.35,0.8648648648648649
5955-EPOAZ,Female,No,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.95,109.5,No,0-12 months,0,18.25,1.1479452054794521
6821-JPCDC,Female,No,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,25-48 months,4,97.76979166666666,0.9926378930097274
8815-LMFLX,Male,No,Yes,Yes,25,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,25-48 months,0,21.874000000000002,1.161195940385846
9135-HSWOC,Male,No,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,49-72 months,0,19.90703125,0.9896000941878262
8582-KRHPJ,Male,No,No,No,50,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,49-72 months,2,35.648,0.9818222621184919
5811-IWXYM,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,49-72 months,3,101.94423076923077,0.993190092622286
7044-YAACC,Male,Yes,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,0-12 months,0,70.0875,1.001605136436597
8189-XRIKE,Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,25-48 months,2,90.5609375,1.0042961403750927
1506-YJTYT,Male,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371.0,No,25-48 months,4,74.91111111111111,0.9858350637792939
4123-DVHPH,Male,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,0-12 months,2,89.03333333333333,0.9889554473979782
6425-YQLLO,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,49-72 months,4,105.68560606060606,1.002501702447941
5442-UTCVD,Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,0-12 months,2,85.68333333333334,1.0719704337677494
2228-BZDEE,Female,No,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,1079.45,No,49-72 months,0,19.989814814814817,1.0055120663300754
7734-DBOAI,Female,No,Yes,Yes,1,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,0-12 months,2,40.1,1.0
2789-CZANW,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,49-72 months,5,109.3328125,1.0088462692752918
2091-RFFBA,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,25-48 months,0,71.5209677419355,1.033263423764743
2114-MGINA,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,13-24 months,2,80.64999999999999,1.1134531928084315
7596-LDUXP,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No,0-12 months,2,81.58749999999999,1.0436647770798224
3740-RLMVT,Male,Yes,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,49-72 months,3,61.483582089552236,0.9913215516822839
4489-SNOJF,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,25-48 months,4,73.38714285714286,0.9845048762920713
2192-OZITF,Female,No,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,25-48 months,3,74.42444444444445,0.9882505747812844
5651-CPDND,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,0-12 months,0,49.21,0.9347693558219874
2186-QZEYA,Female,Yes,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,25-48 months,2,59.27413793103448,0.9877832397684633
1131-ALZWV,Female,No,No,No,24,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.6,605.25,No,13-24 months,0,25.21875,0.97546468401487
7729-XBTWX,Male,No,Yes,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.75,1344.5,No,49-72 months,0,20.37121212121212,0.9695053923391596
9134-WYRVP,Male,No,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,49-72 months,2,83.66960784313724,1.0320354334860504
3284-SVCRO,Female,No,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1121.05,No,25-48 months,0,24.912222222222223,1.0235939520984791
9732-OUYRN,Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,918.7,No,49-72 months,0,18.748979591836736,1.0133884837270055
0559-CKHUS,Female,No,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.55,521.8,No,25-48 months,0,17.99310344827586,1.0865274051360676
2931-SVLTV,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,25-48 months,5,111.7275,0.9854333087198763
6899-PPEEA,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,25-48 months,2,96.76486486486488,0.9977795156830431
7504-UWHNB,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,25-48 months,0,69.17399999999999,1.0083268279989592
2582-FFFZR,Female,No,No,No,22,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,13-24 months,3,48.78636363636363,1.0371750675486817
8908-NMQTX,Male,No,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,49-72 months,6,63.423611111111114,1.034315120989817
2187-LZGPL,Female,No,No,No,7,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,0-12 months,2,41.9,0.9570405727923629
1431-AIDJQ,Male,No,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,25-48 months,5,78.88181818181818,1.0407975106603664
6288-LBEAR,Female,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,13-24 months,2,77.55434782608695,1.0199299229152068
4597-NUCQV,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,13-24 months,3,101.67291666666667,0.9958404196463332
9019-QVLZD,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,0-12 months,1,79.55,1.0
8413-YNHNV,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,49-72 months,6,91.62463768115943,0.9893627117571693
5808-TOTXO,Female,No,No,Yes,3,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,57.4,No,0-12 months,0,19.133333333333333,1.07404181184669
4369-NYSCF,Male,No,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,49-72 months,4,76.51160714285713,0.9900458613889117
6333-YDVLT,Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,49-72 months,5,109.8253846153846,1.0015899364725824
5324-KTGCG,Male,No,Yes,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.85,1539.75,No,49-72 months,0,21.68661971830986,0.9614223088163664
5599-HVLTW,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,13-24 months,1,75.57857142857142,1.0631320291087798
7394-LWLYN,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,0-12 months,0,61.9,1.1332794830371569
3707-LRWZD,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,25-48 months,1,86.9328125,0.9668386145910096
6873-UDNLD,Male,No,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,25-48 months,3,68.275,0.9879165140974002
2700-LUEVA,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.75,20.75,No,0-12 months,0,20.75,1.0
1455-ESIQH,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,0-12 months,2,89.1,1.0
0958-YHXGP,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,0-12 months,0,71.04285714285714,0.9839131309068972
1101-SSWAG,Female,No,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,13-24 months,0,47.41,1.077831681079941
2979-SXESE,Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,13-24 months,3,94.54117647058824,0.9985067197610752
4013-TLDHQ,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,13-24 months,2,78.47105263157896,0.9971830041248867
5743-KHMNA,Male,No,No,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.55,1898.1,No,49-72 months,0,26.733802816901406,0.9557188767715085
4194-FJARJ,Female,No,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,49-72 months,2,60.6287037037037,0.9896302631378
5325-UWTWJ,Male,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,25-48 months,3,94.50806451612904,0.9581192934550729
